row_kind,route_id,operation_shape,semantic_id,public_source,owning_package,value_kind,value_domain,omission_semantics,applicability,lifecycle,state_support,evidence_source,evidence_strength,current_projection,gap_or_non_claim
feature,alibaba.conversations,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-alibaba-model-studio,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-alibaba-model-studio/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,bedrock.catalogue,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,bedrock.catalogue,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.catalogue,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.catalogue,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.catalogue,route-capability,feature.output-token-limit,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.catalogue,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Partial; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.catalogue,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,bedrock.catalogue,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-bedrock,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-bedrock/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,bedrock.runtime,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,bedrock.runtime,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.runtime,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.runtime,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.runtime,route-capability,feature.output-token-limit,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.runtime,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Partial; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,bedrock.runtime,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-bedrock,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-bedrock/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,bedrock.runtime,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-bedrock,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-bedrock/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,claude-agent.acp,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Caller-supplied; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,claude-agent.acp,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,claude-agent.acp,interactive-session,feature.interactive-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,claude-agent.acp,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,claude-agent.acp,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,claude-agent.acp,route-capability,feature.reasoning-selection,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-claude-agent,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-claude-agent/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
